record_id,equipment_id,equipment_type,location,visit_date,technician_id,defect_description,true_defect_label,severity,days_to_failure,repair_duration_hrs,downtime_hrs,parts_replaced,data_quality_frequency,data_quality_freshness,data_quality_completeness,data_quality_pertinence,quality_score
WO-00668,EQ-0019,Centrifugal Pump,Plant B - Line 1,2022-09-24,TECH-006,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,Medium,160.0,12.7,11.4,Oil filter + 5L oil,0.34,0.62,0.77,0.72,0.608
WO-00669,EQ-0029,Conveyor Belt,Plant A - Line 1,2023-12-31,TECH-008,"Bearing vibration amplitude 7.4 mm/s RMS, trending upward over last 7 days",bearing_wear,Medium,130.0,11.7,2.6,Impeller,0.47,0.51,0.79,0.96,0.66
WO-00670,EQ-0012,Conveyor Belt,Warehouse C,2022-03-17,TECH-002,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,Medium,13.0,13.9,10.1,Contactor 3RT2,0.72,0.61,0.79,0.77,0.714
WO-00671,EQ-0017,Electric Motor,Plant A - Line 2,2022-07-06,TECH-004,"Phase imbalance detected, current draw 11% higher on L2",electrical_fault,High,93.0,13.8,3.1,None - monitoring,0.42,0.81,0.84,0.56,0.67
WO-00672,EQ-0042,Electric Motor,Plant A - Line 1,2023-09-06,TECH-006,"Cooling fan obstructed by debris, motor surface temperature 77°C",overheating,High,85.0,0.7,0.5,Bearing 6205-2RS,0.9,0.77,0.69,0.7,0.768
WO-00673,EQ-0023,Cooling Tower,Warehouse C,2022-11-21,TECH-016,Grease discolouration and hardening noted around bearing cap,bearing_wear,Medium,69.0,3.4,4.7,Coupling insert,0.86,0.5,0.68,0.49,0.633
WO-00674,EQ-0027,Gearbox,Warehouse C,2023-02-25,TECH-019,"Bearing play exceeding tolerance, axial movement of 1.4mm observed",bearing_wear,Medium,39.0,9.7,4.6,None - monitoring,0.46,0.55,0.83,0.89,0.666
WO-00675,EQ-0042,Electric Motor,Plant A - Line 1,2022-07-19,TECH-002,"Gearbox oil temperature 104°C, possible cooler blockage",overheating,High,28.0,4.0,3.2,Bearing 6205-2RS,0.49,0.72,0.93,0.82,0.735
WO-00676,EQ-0011,Cooling Tower,Plant A - Line 1,2023-03-04,TECH-019,"Bearing vibration amplitude 4.4 mm/s RMS, trending upward over last 14 days",bearing_wear,Medium,103.0,5.1,0.1,Mechanical seal kit,0.67,0.56,0.77,0.63,0.654
WO-00677,EQ-0020,Electric Motor,Warehouse C,2023-10-16,TECH-004,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,Low,103.0,12.1,14.1,None - monitoring,0.81,0.53,0.83,0.47,0.663
WO-00678,EQ-0010,Hydraulic Press,Plant A - Line 1,2023-06-08,TECH-004,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,High,,9.3,12.0,Mechanical seal kit,0.63,0.77,0.58,0.86,0.706
WO-00679,EQ-0038,Cooling Tower,Plant A - Line 2,2022-06-22,TECH-007,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,,1.5,0.8,O-ring set,0.68,0.52,0.7,0.92,0.685
WO-00680,EQ-0001,Air Compressor,Plant A - Line 1,2023-09-19,TECH-006,"Mechanical seal leaking at shaft interface, fluid loss approx 65 ml/hr",seal_leak,Medium,116.0,6.7,7.0,Impeller,0.83,0.96,0.93,0.51,0.83
WO-00681,EQ-0036,Gearbox,Plant A - Line 1,2023-02-17,TECH-010,"Lubricant contamination detected, water content 35% above limit",lubrication,Low,117.0,2.1,1.4,Mechanical seal kit,0.3,0.44,0.58,0.7,0.492
WO-00682,EQ-0011,Cooling Tower,Plant A - Line 1,2023-12-19,TECH-002,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,Medium,124.0,8.1,1.2,None - monitoring,0.83,0.83,0.91,0.5,0.784
WO-00683,EQ-0041,Conveyor Belt,Plant A - Line 1,2022-12-27,TECH-008,"Wrong lubricant grade used during last service, compatibility issue",lubrication,Low,,7.0,9.0,Capacitor 40µF,0.78,0.61,0.75,0.84,0.734
WO-00684,EQ-0002,Heat Exchanger,Utilities Block,2022-11-12,TECH-006,"Automatic lubrication system failed, manual greasing required",lubrication,Low,,9.7,13.0,Coupling insert,0.53,0.76,0.84,0.78,0.726
WO-00685,EQ-0001,Air Compressor,Plant A - Line 1,2023-03-25,TECH-018,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,102.0,8.0,6.7,Impeller,0.51,0.81,0.63,0.61,0.65
WO-00686,EQ-0040,Gearbox,Plant A - Line 1,2023-08-19,TECH-019,"Oil analysis shows high iron content 372 ppm, internal wear indicated",lubrication,Low,137.0,2.2,1.3,Capacitor 40µF,0.32,0.57,0.5,0.76,0.528
WO-00687,EQ-0043,Air Compressor,Plant A - Line 1,2022-01-19,TECH-009,"Impeller damage suspected, broadband vibration increase 7.2 mm/s",vibration,Medium,,3.3,2.6,Coupling insert,0.66,0.86,0.5,0.93,0.734
WO-00688,EQ-0037,Gearbox,Warehouse C,2022-08-31,TECH-002,"Impeller damage suspected, broadband vibration increase 7.3 mm/s",vibration,Medium,115.0,12.7,17.4,Bearing 6205-2RS,0.45,0.81,0.86,0.86,0.742
WO-00689,EQ-0026,Cooling Tower,Warehouse C,2022-10-29,TECH-001,Grease discolouration and hardening noted around bearing cap,bearing_wear,Medium,146.0,1.3,1.5,Mechanical seal kit,0.67,0.5,0.94,0.88,0.728
WO-00690,EQ-0002,Heat Exchanger,Utilities Block,2022-10-08,TECH-013,Grease discolouration and hardening noted around bearing cap,bearing_wear,Medium,,15.3,12.8,Coupling insert,0.42,0.96,0.69,0.87,0.739
WO-00691,EQ-0009,Cooling Tower,Plant A - Line 1,2023-10-26,TECH-016,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,Medium,,7.3,0.3,Oil filter + 5L oil,0.64,0.63,0.77,0.81,0.704
WO-00692,EQ-0021,Gearbox,Plant B - Line 3,2022-06-20,TECH-001,"Cooling fan obstructed by debris, motor surface temperature 103°C",overheating,High,,13.9,12.4,Contactor 3RT2,0.58,0.8,0.97,0.96,0.819
WO-00693,EQ-0005,Electric Motor,Utilities Block,2023-12-31,TECH-019,"Automatic lubrication system failed, manual greasing required",lubrication,Low,,9.1,2.3,Oil filter + 5L oil,0.42,0.91,0.57,0.92,0.704
WO-00694,EQ-0007,Heat Exchanger,Utilities Block,2022-11-11,TECH-012,"Compressor discharge temperature 85°C, intercooler bypass suspected",overheating,High,59.0,12.4,11.9,O-ring set,0.51,0.92,0.87,0.91,0.803
WO-00695,EQ-0019,Centrifugal Pump,Plant B - Line 1,2022-02-01,TECH-003,Grease discolouration and hardening noted around bearing cap,bearing_wear,Medium,32.0,8.7,5.5,Contactor 3RT2,0.47,0.79,0.96,0.99,0.792
WO-00696,EQ-0028,Air Compressor,Utilities Block,2022-11-17,TECH-007,"Wrong lubricant grade used during last service, compatibility issue",lubrication,Low,114.0,11.2,6.9,Coupling insert,0.81,0.69,0.9,0.71,0.776
WO-00697,EQ-0007,Heat Exchanger,Utilities Block,2022-03-08,TECH-005,"Impeller damage suspected, broadband vibration increase 13.0 mm/s",vibration,Medium,,4.0,4.9,Oil filter + 5L oil,0.92,0.78,0.72,0.98,0.84
WO-00698,EQ-0022,Heat Exchanger,Plant A - Line 2,2023-12-02,TECH-018,"Metal particles found in oil sample, bearing degradation confirmed",bearing_wear,Medium,,3.0,3.2,None - monitoring,0.76,0.57,0.64,0.79,0.679
WO-00699,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-12-23,TECH-004,"Lip seal deteriorated, grease escaping from gearbox output shaft",seal_leak,Medium,,2.5,1.9,Bearing 6205-2RS,0.43,0.44,0.87,0.68,0.593
WO-00700,EQ-0035,Electric Motor,Warehouse C,2023-08-18,TECH-009,Belt tension incorrect causing vibration and premature wear,vibration,Medium,68.0,14.8,18.0,Contactor 3RT2,0.6,0.86,0.58,1.0,0.753
WO-00701,EQ-0034,Air Compressor,Plant B - Line 1,2023-03-10,TECH-011,"Bearing temperature elevated to 111°C during operation, vibration increasing. Additionally, compressor discharge temperature 65°c, intercooler bypass suspected",bearing_wear,Medium,57.0,13.3,7.5,Capacitor 40µF,0.68,0.41,0.86,0.98,0.704
WO-00702,EQ-0001,Air Compressor,Plant A - Line 1,2023-05-01,TECH-008,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,166.0,13.9,7.3,None - monitoring,0.33,0.44,0.77,0.9,0.587
WO-00703,EQ-0007,Heat Exchanger,Utilities Block,2023-02-16,TECH-017,"Oil viscosity out of specification, degraded due to thermal cycling",lubrication,Low,113.0,1.7,1.8,None - monitoring,0.7,0.53,0.62,0.77,0.643
WO-00704,EQ-0046,Electric Motor,Plant B - Line 3,2022-07-10,TECH-013,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,Medium,30.0,2.1,0.9,Bearing 6205-2RS,0.76,0.9,0.96,0.68,0.836
WO-00705,EQ-0012,Conveyor Belt,Warehouse C,2023-12-23,TECH-020,"Gearbox oil temperature 75°C, possible cooler blockage",overheating,High,,1.7,2.3,Impeller,0.97,0.59,0.95,0.6,0.777
WO-00706,EQ-0041,Conveyor Belt,Plant A - Line 1,2023-03-09,TECH-009,"Grease nipple blocked, bearing running dry for estimated 10 days",lubrication,Low,131.0,14.0,5.5,Oil filter + 5L oil,0.62,0.72,0.79,0.76,0.72
WO-00707,EQ-0014,Cooling Tower,Plant B - Line 1,2022-10-12,TECH-011,"Wrong lubricant grade used during last service, compatibility issue",lubrication,Low,,8.4,9.6,Coupling insert,0.38,0.82,0.92,0.86,0.743
WO-00708,EQ-0035,Electric Motor,Warehouse C,2022-02-05,TECH-003,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,High,54.0,9.7,11.1,Capacitor 40µF,0.65,0.73,0.72,0.85,0.732
WO-00709,EQ-0033,Centrifugal Pump,Warehouse C,2023-03-06,TECH-005,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,Medium,,3.4,0.7,Coupling insert,0.49,0.5,0.52,0.56,0.514
WO-00710,EQ-0042,Electric Motor,Plant A - Line 1,2023-12-08,TECH-009,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,Low,70.0,2.0,0.6,Coupling insert,1.0,0.54,0.78,0.45,0.697
WO-00711,EQ-0040,Gearbox,Plant A - Line 1,2023-08-12,TECH-016,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,47.0,3.3,0.4,Oil filter + 5L oil,0.86,0.51,0.51,0.9,0.676
WO-00712,EQ-0045,Heat Exchanger,Utilities Block,2023-01-05,TECH-015,"Unbalance detected on rotating assembly, vibration 3.7 mm/s 1X component. Additionally, motor winding resistance out of tolerance, possible turn-to-turn short",vibration,Medium,140.0,9.5,0.1,Impeller,0.72,0.42,0.55,0.55,0.554
WO-00713,EQ-0022,Heat Exchanger,Plant A - Line 2,2023-01-25,TECH-013,"Wrong lubricant grade used during last service, compatibility issue",lubrication,Low,131.0,7.8,0.9,Impeller,0.4,0.47,0.9,0.55,0.576
WO-00714,EQ-0046,Electric Motor,Plant B - Line 3,2022-05-29,TECH-005,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,,12.3,5.4,O-ring set,0.55,0.46,0.7,0.49,0.548
WO-00715,EQ-0012,Conveyor Belt,Warehouse C,2022-07-07,TECH-005,"Lip seal deteriorated, grease escaping from gearbox output shaft",seal_leak,Medium,161.0,6.0,0.8,Impeller,0.59,0.79,0.8,0.58,0.7
WO-00716,EQ-0036,Gearbox,Plant A - Line 1,2023-07-04,TECH-013,"Bearing vibration amplitude 7.5 mm/s RMS, trending upward over last 25 days",bearing_wear,Medium,24.0,3.1,2.0,Oil filter + 5L oil,0.81,0.88,0.94,0.55,0.812
WO-00717,EQ-0036,Gearbox,Plant A - Line 1,2022-04-01,TECH-010,"Compressor discharge temperature 108°C, intercooler bypass suspected",overheating,High,,2.2,0.1,O-ring set,0.36,0.58,0.53,0.74,0.544
WO-00718,EQ-0047,Air Compressor,Utilities Block,2022-02-10,TECH-014,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,Low,31.0,4.0,5.8,Coupling insert,0.49,0.51,0.86,0.41,0.572
WO-00719,EQ-0005,Electric Motor,Utilities Block,2022-09-12,TECH-015,"Lubricant contamination detected, water content 27% above limit",lubrication,Low,,12.0,17.9,Contactor 3RT2,0.72,0.77,0.5,0.71,0.678
WO-00720,EQ-0050,Electric Motor,Plant A - Line 2,2023-08-19,TECH-015,"Surface corrosion on pipe flanges, pitting depth approx 0.71mm",corrosion,Low,,15.1,13.1,Bearing 6205-2RS,0.57,0.73,0.87,0.58,0.695
WO-00721,EQ-0006,Gearbox,Warehouse C,2022-05-02,TECH-015,"Automatic lubrication system failed, manual greasing required",lubrication,Low,,11.7,4.3,Mechanical seal kit,0.95,0.71,0.54,0.46,0.678
WO-00722,EQ-0039,Hydraulic Press,Plant B - Line 3,2022-09-02,TECH-019,"Misalignment between motor and gearbox shaft, 10.0 mm/s 2X vibration",vibration,Medium,106.0,1.0,0.5,Oil filter + 5L oil,0.5,0.93,0.64,0.64,0.692
WO-00723,EQ-0029,Conveyor Belt,Plant A - Line 1,2023-06-10,TECH-013,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,Medium,74.0,15.5,3.5,O-ring set,0.32,0.61,0.94,0.7,0.638
WO-00724,EQ-0045,Heat Exchanger,Utilities Block,2022-12-21,TECH-004,"Oil seepage observed around pump casing seal, minor pooling on floor. Additionally, grease discolouration and hardening noted around bearing cap",seal_leak,Medium,74.0,10.8,14.5,Bearing 6205-2RS,0.34,0.76,0.61,0.56,0.578
WO-00725,EQ-0027,Gearbox,Warehouse C,2023-03-14,TECH-009,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,Medium,23.0,2.4,2.4,Capacitor 40µF,0.8,0.41,0.87,0.66,0.672
WO-00726,EQ-0021,Gearbox,Plant B - Line 3,2022-01-26,TECH-016,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,Medium,23.0,5.7,0.1,Contactor 3RT2,0.97,0.59,0.92,0.56,0.762
WO-00727,EQ-0023,Cooling Tower,Warehouse C,2023-03-29,TECH-015,"Structural resonance observed at 750 RPM, bolts found loose on baseplate. Additionally, impeller damage suspected, broadband vibration increase 8.2 mm/s",vibration,Medium,70.0,12.7,5.6,Mechanical seal kit,0.76,0.75,0.82,0.62,0.744
WO-00728,EQ-0003,Cooling Tower,Plant A - Line 1,2023-01-23,TECH-014,"Motor winding temperature reached 116°C, thermal protection triggered",overheating,High,29.0,2.8,1.4,Oil filter + 5L oil,0.72,0.85,0.58,0.55,0.69
WO-00729,EQ-0012,Conveyor Belt,Warehouse C,2023-03-06,TECH-001,"Bearing play exceeding tolerance, axial movement of 1.76mm observed. Additionally, mechanical seal leaking at shaft interface, fluid loss approx 91 ml/hr",bearing_wear,Medium,104.0,6.8,8.8,Coupling insert,0.89,0.89,1.0,0.51,0.842
WO-00730,EQ-0011,Cooling Tower,Plant A - Line 1,2022-09-03,TECH-017,"Rust deposits blocking strainer, pressure differential 24 PSI across filter",corrosion,Low,26.0,11.6,11.2,None - monitoring,0.34,0.44,0.58,1.0,0.562
WO-00731,EQ-0013,Electric Motor,Plant B - Line 1,2022-04-12,TECH-002,"Bearing play exceeding tolerance, axial movement of 2.09mm observed",bearing_wear,Medium,120.0,12.3,10.2,Mechanical seal kit,0.92,0.85,0.94,0.49,0.818
WO-00732,EQ-0023,Cooling Tower,Warehouse C,2022-12-15,TECH-016,"VFD fault code F2 logged, overcurrent on deceleration",electrical_fault,High,136.0,3.1,0.6,O-ring set,0.69,0.81,0.92,0.71,0.788
WO-00733,EQ-0001,Air Compressor,Plant A - Line 1,2022-05-13,TECH-019,"Impeller damage suspected, broadband vibration increase 2.9 mm/s",vibration,Medium,,11.0,14.5,None - monitoring,0.48,0.69,0.56,0.52,0.571
WO-00734,EQ-0022,Heat Exchanger,Plant A - Line 2,2022-02-02,TECH-007,"Surface corrosion on pipe flanges, pitting depth approx 2.21mm",corrosion,Low,167.0,4.5,5.9,O-ring set,0.45,0.64,0.59,0.98,0.648
WO-00735,EQ-0008,Heat Exchanger,Plant A - Line 2,2023-03-24,TECH-012,"Motor winding temperature reached 115°C, thermal protection triggered",overheating,High,,2.3,2.0,O-ring set,0.36,0.43,0.56,0.64,0.487
WO-00736,EQ-0020,Electric Motor,Warehouse C,2023-09-27,TECH-010,"Galvanic corrosion at dissimilar metal joint, wall thickness reduced",corrosion,Low,57.0,9.5,4.1,Capacitor 40µF,0.35,0.41,0.65,0.46,0.465
WO-00737,EQ-0028,Air Compressor,Utilities Block,2023-02-18,TECH-020,"Impeller damage suspected, broadband vibration increase 7.1 mm/s",vibration,Medium,,4.3,4.3,Coupling insert,0.46,0.73,0.55,0.6,0.592
WO-00738,EQ-0008,Heat Exchanger,Plant A - Line 2,2022-04-24,TECH-011,"Oil analysis shows high iron content 332 ppm, internal wear indicated",lubrication,Low,20.0,14.5,19.7,Mechanical seal kit,0.39,0.76,0.88,0.7,0.686
WO-00739,EQ-0007,Heat Exchanger,Utilities Block,2023-01-14,TECH-005,"Dynamic seal failure suspected, pressure drop of 34% noted in system",seal_leak,Medium,,7.1,4.9,Bearing 6205-2RS,0.55,0.66,0.51,0.52,0.567
WO-00740,EQ-0033,Centrifugal Pump,Warehouse C,2022-07-10,TECH-010,"Heat exchanger fouling reducing efficiency, outlet temp 89°C above setpoint",overheating,High,,5.1,0.6,Capacitor 40µF,0.89,0.82,0.84,0.63,0.804
WO-00741,EQ-0011,Cooling Tower,Plant A - Line 1,2023-01-02,TECH-017,"Misalignment between motor and gearbox shaft, 8.3 mm/s 2X vibration. Additionally, belt tension incorrect causing vibration and premature wear",vibration,Medium,,3.9,3.1,Impeller,0.73,0.64,0.84,0.42,0.668
WO-00742,EQ-0017,Electric Motor,Plant A - Line 2,2022-05-29,TECH-011,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,148.0,7.0,0.9,Impeller,0.6,0.55,0.5,0.52,0.544
WO-00743,EQ-0042,Electric Motor,Plant A - Line 1,2022-09-23,TECH-005,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,High,47.0,7.9,10.2,Impeller,0.81,0.51,0.85,0.51,0.67
WO-00744,EQ-0042,Electric Motor,Plant A - Line 1,2022-07-03,TECH-019,"Unusual noise detected in bearing housing, suspected wear on inner race. Additionally, contactor pitting observed, intermittent contact causing voltage dips",bearing_wear,Medium,47.0,12.1,18.1,Capacitor 40µF,0.31,1.0,0.95,0.51,0.717
WO-00745,EQ-0026,Cooling Tower,Warehouse C,2022-02-03,TECH-015,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,Medium,51.0,3.7,2.3,O-ring set,0.48,0.57,0.79,0.91,0.67
WO-00746,EQ-0029,Conveyor Belt,Plant A - Line 1,2023-09-20,TECH-020,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,Medium,,9.0,1.5,Contactor 3RT2,0.82,0.53,0.73,0.49,0.644
WO-00747,EQ-0049,Cooling Tower,Utilities Block,2023-03-06,TECH-006,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,166.0,5.6,1.4,Capacitor 40µF,0.75,0.61,0.6,0.69,0.658
WO-00748,EQ-0040,Gearbox,Plant A - Line 1,2022-09-23,TECH-006,"VFD fault code F47 logged, overcurrent on deceleration. Additionally, metal particles found in oil sample, bearing degradation confirmed",electrical_fault,High,9.0,9.6,2.5,Coupling insert,0.97,0.55,0.59,0.97,0.749
WO-00749,EQ-0016,Air Compressor,Warehouse C,2022-02-04,TECH-018,"Motor winding temperature reached 74°C, thermal protection triggered",overheating,High,104.0,9.5,11.6,Oil filter + 5L oil,0.79,0.52,0.6,0.87,0.678
WO-00750,EQ-0013,Electric Motor,Plant B - Line 1,2022-02-27,TECH-003,"Oil analysis shows high iron content 380 ppm, internal wear indicated. Additionally, oil analysis shows high iron content 364 ppm, internal wear indicated",lubrication,Low,63.0,15.5,9.3,Impeller,0.62,0.75,0.64,0.44,0.628
WO-00751,EQ-0001,Air Compressor,Plant A - Line 1,2022-04-13,TECH-014,"Compressor discharge temperature 114°C, intercooler bypass suspected",overheating,High,60.0,11.7,2.2,Oil filter + 5L oil,0.63,0.49,0.93,0.78,0.693
WO-00752,EQ-0026,Cooling Tower,Warehouse C,2022-05-21,TECH-012,"Mechanical seal leaking at shaft interface, fluid loss approx 35 ml/hr",seal_leak,Medium,49.0,3.1,0.5,Contactor 3RT2,0.9,0.61,0.66,0.56,0.685
WO-00753,EQ-0047,Air Compressor,Utilities Block,2023-08-28,TECH-016,"Surface corrosion on pipe flanges, pitting depth approx 1.64mm. Additionally, corrosion under insulation (cui) suspected on horizontal pipe section",corrosion,Low,2.0,5.2,4.2,Bearing 6205-2RS,0.6,0.78,0.91,0.52,0.716
WO-00754,EQ-0014,Cooling Tower,Plant B - Line 1,2022-10-09,TECH-012,"Automatic lubrication system failed, manual greasing required",lubrication,Low,134.0,5.7,4.3,Capacitor 40µF,0.67,0.9,0.77,0.98,0.826
WO-00755,EQ-0021,Gearbox,Plant B - Line 3,2023-10-15,TECH-019,"Earth leakage current 41.2mA detected, isolation check required",electrical_fault,High,,11.9,1.4,None - monitoring,0.42,0.5,0.59,0.61,0.524
WO-00756,EQ-0049,Cooling Tower,Utilities Block,2022-04-03,TECH-009,"Bearing temperature elevated to 87°C during operation, vibration increasing",bearing_wear,Medium,,3.1,0.8,Mechanical seal kit,0.5,0.74,0.8,0.87,0.721
WO-00757,EQ-0039,Hydraulic Press,Plant B - Line 3,2022-07-01,TECH-019,"Motor winding resistance out of tolerance, possible turn-to-turn short. Additionally, bearing play exceeding tolerance, axial movement of 0.78mm observed",electrical_fault,High,77.0,13.5,1.9,Contactor 3RT2,0.57,0.4,0.52,0.98,0.588
WO-00758,EQ-0034,Air Compressor,Plant B - Line 1,2022-12-29,TECH-007,"Bearing play exceeding tolerance, axial movement of 0.19mm observed",bearing_wear,Medium,147.0,5.5,3.8,Oil filter + 5L oil,0.6,0.67,0.71,0.49,0.626
WO-00759,EQ-0015,Conveyor Belt,Plant B - Line 1,2022-10-22,TECH-013,"Phase imbalance detected, current draw 21% higher on L2",electrical_fault,High,51.0,7.6,5.3,Capacitor 40µF,0.55,0.97,0.95,0.85,0.836
WO-00760,EQ-0028,Air Compressor,Utilities Block,2023-05-22,TECH-006,"Lubricant contamination detected, water content 22% above limit",lubrication,Low,,9.3,2.4,Bearing 6205-2RS,0.92,0.57,0.61,0.58,0.67
WO-00761,EQ-0050,Electric Motor,Plant A - Line 2,2023-07-03,TECH-014,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,Medium,58.0,6.4,7.3,Capacitor 40µF,0.7,0.57,0.73,0.52,0.632
WO-00762,EQ-0028,Air Compressor,Utilities Block,2022-10-13,TECH-002,"Contactor pitting observed, intermittent contact causing voltage dips",electrical_fault,High,152.0,9.9,12.4,Contactor 3RT2,0.63,0.45,0.84,0.43,0.588
WO-00763,EQ-0032,Electric Motor,Plant A - Line 2,2023-10-30,TECH-014,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,,5.9,3.7,Impeller,0.39,0.93,0.88,0.64,0.724
WO-00764,EQ-0005,Electric Motor,Utilities Block,2022-12-09,TECH-013,"Heat exchanger fouling reducing efficiency, outlet temp 109°C above setpoint",overheating,High,117.0,10.6,13.3,Bearing 6205-2RS,0.5,0.54,0.71,0.93,0.651
WO-00765,EQ-0003,Cooling Tower,Plant A - Line 1,2023-12-19,TECH-005,"Mechanical seal leaking at shaft interface, fluid loss approx 156 ml/hr",seal_leak,Medium,,14.5,11.9,O-ring set,0.81,0.65,0.94,0.69,0.771
WO-00766,EQ-0037,Gearbox,Warehouse C,2023-08-10,TECH-017,"Impeller damage suspected, broadband vibration increase 14.3 mm/s",vibration,Medium,78.0,11.0,2.8,Capacitor 40µF,0.83,0.99,0.51,0.91,0.814
WO-00767,EQ-0041,Conveyor Belt,Plant A - Line 1,2023-03-30,TECH-003,"Mechanical seal leaking at shaft interface, fluid loss approx 40 ml/hr",seal_leak,Medium,101.0,3.7,4.7,None - monitoring,0.83,0.75,0.98,0.94,0.865
WO-00768,EQ-0001,Air Compressor,Plant A - Line 1,2022-07-28,TECH-001,"Impeller damage suspected, broadband vibration increase 14.3 mm/s",vibration,Medium,,4.1,0.6,Capacitor 40µF,0.6,0.9,0.81,0.5,0.722
WO-00769,EQ-0038,Cooling Tower,Plant A - Line 2,2023-08-03,TECH-013,"Mechanical seal leaking at shaft interface, fluid loss approx 65 ml/hr",seal_leak,Medium,,7.0,0.3,O-ring set,0.34,0.6,0.77,0.51,0.56
WO-00770,EQ-0024,Heat Exchanger,Warehouse C,2022-02-23,TECH-019,"Lip seal deteriorated, grease escaping from gearbox output shaft. Additionally, chemical attack on pump impeller, material loss estimated 29%",seal_leak,Medium,167.0,13.7,18.1,O-ring set,0.93,0.79,0.55,0.4,0.687
WO-00771,EQ-0029,Conveyor Belt,Plant A - Line 1,2022-03-09,TECH-014,"Surface corrosion on pipe flanges, pitting depth approx 0.23mm",corrosion,Low,103.0,2.8,0.7,Capacitor 40µF,0.42,0.92,0.65,0.58,0.66
WO-00772,EQ-0034,Air Compressor,Plant B - Line 1,2022-09-03,TECH-006,"Mechanical seal leaking at shaft interface, fluid loss approx 134 ml/hr. Additionally, earth leakage current 34.4ma detected, isolation check required",seal_leak,Medium,,7.6,7.2,None - monitoring,0.44,0.94,0.63,0.56,0.662
WO-00773,EQ-0021,Gearbox,Plant B - Line 3,2023-12-23,TECH-001,"Galvanic corrosion at dissimilar metal joint, wall thickness reduced. Additionally, hydraulic fluid leak at cylinder rod seal, 28 ml/hr estimated loss",corrosion,Low,157.0,6.3,7.2,O-ring set,0.94,0.58,0.69,0.48,0.677
WO-00774,EQ-0049,Cooling Tower,Utilities Block,2023-02-14,TECH-017,"Oil analysis shows high iron content 192 ppm, internal wear indicated",lubrication,Low,,4.7,6.2,Capacitor 40µF,0.4,0.61,0.86,0.67,0.632
WO-00775,EQ-0032,Electric Motor,Plant A - Line 2,2023-08-23,TECH-016,"Dynamic seal failure suspected, pressure drop of 13% noted in system",seal_leak,Medium,96.0,9.5,8.1,O-ring set,0.39,0.43,0.63,0.76,0.536
WO-00776,EQ-0025,Centrifugal Pump,Plant A - Line 1,2023-09-08,TECH-020,"Bearing play exceeding tolerance, axial movement of 1.59mm observed",bearing_wear,Medium,,2.9,4.0,Capacitor 40µF,0.47,0.59,0.78,0.69,0.628
WO-00777,EQ-0026,Cooling Tower,Warehouse C,2022-04-08,TECH-020,"Structural resonance observed at 1450 RPM, bolts found loose on baseplate",vibration,Medium,155.0,8.7,2.5,Mechanical seal kit,0.41,0.48,0.5,0.4,0.452
WO-00778,EQ-0005,Electric Motor,Utilities Block,2022-01-18,TECH-018,"Mechanical seal leaking at shaft interface, fluid loss approx 42 ml/hr",seal_leak,Medium,148.0,8.2,1.9,Impeller,0.39,0.75,0.77,0.79,0.673
WO-00779,EQ-0043,Air Compressor,Plant A - Line 1,2022-02-01,TECH-004,"Cooling fan obstructed by debris, motor surface temperature 112°C",overheating,High,125.0,15.9,10.2,Oil filter + 5L oil,0.69,0.77,0.56,0.96,0.736
WO-00780,EQ-0050,Electric Motor,Plant A - Line 2,2023-06-23,TECH-010,"Impeller damage suspected, broadband vibration increase 15.7 mm/s",vibration,Medium,86.0,15.7,3.6,Bearing 6205-2RS,0.52,0.88,0.65,0.55,0.666
