record_id,equipment_id,equipment_type,location,visit_date,defect_description,true_defect_label,cluster,defect_cluster_name,severity,days_to_failure,repair_duration_hrs,downtime_hrs,parts_replaced,quality_score,data_quality_frequency,data_quality_freshness,data_quality_completeness,data_quality_pertinence
WO-00508,EQ-0036,Gearbox,Plant A - Line 1,2022-12-17,"Unbalance detected on rotating assembly, vibration 4.6 mm/s 1X component",vibration,3,Overheating,Medium,,15.7,20.0,Capacitor 40µF,0.826,0.68,0.94,0.87,0.78
WO-00509,EQ-0021,Gearbox,Plant B - Line 3,2022-02-22,Belt tension incorrect causing vibration and premature wear,vibration,0,Bearing Wear & Noise,Medium,,5.2,6.7,O-ring set,0.792,0.69,0.91,0.61,0.97
WO-00510,EQ-0030,Gearbox,Plant A - Line 1,2023-03-17,"Oil level low in gearbox sight glass, top-up of 4.7L required. Additionally, impeller damage suspected, broadband vibration increase 9.6 mm/s",lubrication,3,Overheating,Low,,4.9,4.5,Coupling insert,0.545,0.41,0.6,0.69,0.45
WO-00511,EQ-0006,Gearbox,Warehouse C,2023-01-01,"Bearing vibration amplitude 8.9 mm/s RMS, trending upward over last 8 days",bearing_wear,3,Overheating,Medium,,1.9,0.5,Coupling insert,0.611,0.37,1.0,0.54,0.42
WO-00512,EQ-0001,Air Compressor,Plant A - Line 1,2022-09-24,Internal corrosion found on heat exchanger tubes during inspection,corrosion,8,Cluster 8,Low,180.0,8.5,6.3,Oil filter + 5L oil,0.724,0.32,0.91,0.83,0.82
WO-00513,EQ-0029,Conveyor Belt,Plant A - Line 1,2023-11-19,"Compressor discharge temperature 84°C, intercooler bypass suspected. Additionally, bearing temperature elevated to 71°c during operation, vibration increasing",overheating,2,Mechanical Seal Leak,High,151.0,5.2,5.5,Bearing 6205-2RS,0.58,0.55,0.63,0.67,0.43
WO-00514,EQ-0017,Electric Motor,Plant A - Line 2,2022-01-10,"Gearbox oil temperature 96°C, possible cooler blockage. Additionally, automatic lubrication system failed, manual greasing required",overheating,12,Cluster 12,High,,11.5,13.8,Coupling insert,0.65,0.3,0.69,0.91,0.7
WO-00515,EQ-0014,Cooling Tower,Plant B - Line 1,2023-07-15,"Bearing vibration amplitude 13.9 mm/s RMS, trending upward over last 20 days",bearing_wear,3,Overheating,Medium,117.0,1.2,0.6,Mechanical seal kit,0.866,0.63,0.93,0.96,0.95
WO-00516,EQ-0039,Hydraulic Press,Plant B - Line 3,2023-04-06,"Misalignment between motor and gearbox shaft, 9.2 mm/s 2X vibration",vibration,2,Mechanical Seal Leak,Medium,1.0,7.2,10.4,Capacitor 40µF,0.754,0.87,0.73,0.71,0.7
WO-00517,EQ-0047,Air Compressor,Utilities Block,2022-09-21,"Corrosion under insulation (CUI) suspected on horizontal pipe section. Additionally, internal corrosion found on heat exchanger tubes during inspection",corrosion,10,Cluster 10,Low,110.0,3.7,0.9,Oil filter + 5L oil,0.63,0.52,0.73,0.77,0.44
WO-00518,EQ-0010,Hydraulic Press,Plant A - Line 1,2022-10-12,"Automatic lubrication system failed, manual greasing required",lubrication,12,Cluster 12,Low,,6.0,0.8,None - monitoring,0.674,0.86,0.73,0.63,0.41
WO-00519,EQ-0040,Gearbox,Plant A - Line 1,2023-03-19,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,7,Cluster 7,Low,132.0,12.5,7.5,Contactor 3RT2,0.751,0.73,0.69,0.79,0.82
WO-00520,EQ-0048,Cooling Tower,Plant B - Line 3,2023-10-27,"Hydraulic fluid leak at cylinder rod seal, 87 ml/hr estimated loss",seal_leak,8,Cluster 8,Medium,2.0,15.5,20.0,O-ring set,0.739,0.89,0.76,0.78,0.47
WO-00521,EQ-0009,Cooling Tower,Plant A - Line 1,2022-05-21,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,4,Lubrication Issue,Medium,,13.1,19.6,Coupling insert,0.891,0.89,0.99,0.99,0.62
WO-00522,EQ-0032,Electric Motor,Plant A - Line 2,2022-11-22,"Dynamic seal failure suspected, pressure drop of 10% noted in system",seal_leak,7,Cluster 7,Medium,,3.3,1.1,Contactor 3RT2,0.65,0.33,0.59,0.88,0.85
WO-00523,EQ-0006,Gearbox,Warehouse C,2022-05-21,"Chemical attack on pump impeller, material loss estimated 24%",corrosion,8,Cluster 8,Low,151.0,0.6,0.8,Impeller,0.647,0.87,0.64,0.55,0.5
WO-00524,EQ-0036,Gearbox,Plant A - Line 1,2022-01-06,"Lubricant contamination detected, water content 11% above limit",lubrication,6,Corrosion & Erosion,Low,,14.1,12.2,Impeller,0.614,0.68,0.44,0.61,0.8
WO-00525,EQ-0013,Electric Motor,Plant B - Line 1,2022-04-28,"Rust deposits blocking strainer, pressure differential 18 PSI across filter",corrosion,4,Lubrication Issue,Low,49.0,12.1,12.5,O-ring set,0.798,0.87,0.75,0.98,0.55
WO-00526,EQ-0046,Electric Motor,Plant B - Line 3,2023-04-03,"Bearing temperature elevated to 112°C during operation, vibration increasing",bearing_wear,2,Mechanical Seal Leak,Medium,166.0,12.7,16.6,None - monitoring,0.676,0.57,0.71,0.64,0.8
WO-00527,EQ-0041,Conveyor Belt,Plant A - Line 1,2022-03-03,"Bearing play exceeding tolerance, axial movement of 0.55mm observed",bearing_wear,11,Cluster 11,Medium,,8.6,2.6,Oil filter + 5L oil,0.53,0.4,0.57,0.71,0.41
WO-00528,EQ-0049,Cooling Tower,Utilities Block,2023-01-29,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,4,Lubrication Issue,Medium,142.0,8.4,11.8,Oil filter + 5L oil,0.735,0.8,0.71,0.84,0.56
WO-00529,EQ-0043,Air Compressor,Plant A - Line 1,2022-07-07,"Misalignment between motor and gearbox shaft, 3.0 mm/s 2X vibration",vibration,2,Mechanical Seal Leak,Medium,,15.7,0.1,Coupling insert,0.766,0.84,0.86,0.71,0.6
WO-00530,EQ-0031,Heat Exchanger,Warehouse C,2023-10-02,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,5,Electrical Fault,Medium,63.0,5.5,7.1,Impeller,0.743,0.83,0.72,0.75,0.66
WO-00531,EQ-0036,Gearbox,Plant A - Line 1,2023-09-19,"Unusual noise detected in bearing housing, suspected wear on inner race. Additionally, internal corrosion found on heat exchanger tubes during inspection",bearing_wear,5,Electrical Fault,Medium,65.0,12.8,10.3,Bearing 6205-2RS,0.644,0.63,0.57,0.58,0.85
WO-00532,EQ-0047,Air Compressor,Utilities Block,2023-04-09,Grease discolouration and hardening noted around bearing cap,bearing_wear,2,Mechanical Seal Leak,Medium,43.0,0.9,0.1,Bearing 6205-2RS,0.684,0.77,0.52,0.91,0.54
WO-00533,EQ-0003,Cooling Tower,Plant A - Line 1,2022-11-03,"Phase imbalance detected, current draw 33% higher on L2",electrical_fault,5,Electrical Fault,High,,7.2,7.4,Impeller,0.522,0.56,0.5,0.52,0.51
WO-00534,EQ-0027,Gearbox,Warehouse C,2022-12-04,Grease discolouration and hardening noted around bearing cap,bearing_wear,2,Mechanical Seal Leak,Medium,,2.9,4.3,Contactor 3RT2,0.816,0.97,0.65,0.81,0.88
WO-00535,EQ-0018,Electric Motor,Utilities Block,2022-08-26,"Lip seal deteriorated, grease escaping from gearbox output shaft. Additionally, bearing temperature elevated to 112°c during operation, vibration increasing",seal_leak,2,Mechanical Seal Leak,Medium,,4.2,0.3,Capacitor 40µF,0.707,0.92,0.54,0.78,0.6
WO-00536,EQ-0035,Electric Motor,Warehouse C,2023-03-09,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,12,Cluster 12,Medium,,9.0,10.0,Impeller,0.59,0.42,0.57,0.92,0.42
WO-00537,EQ-0049,Cooling Tower,Utilities Block,2023-03-26,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,5,Electrical Fault,Medium,,8.9,5.0,Bearing 6205-2RS,0.822,0.8,0.99,0.66,0.8
WO-00538,EQ-0033,Centrifugal Pump,Warehouse C,2023-09-29,"Impeller damage suspected, broadband vibration increase 3.4 mm/s",vibration,3,Overheating,Medium,,5.4,3.8,None - monitoring,0.576,0.63,0.43,0.52,0.8
WO-00539,EQ-0016,Air Compressor,Warehouse C,2023-01-14,Electrical cabinet temperature 86°C due to failed ventilation fan,overheating,2,Mechanical Seal Leak,High,,6.2,7.6,None - monitoring,0.688,0.81,0.73,0.52,0.68
WO-00540,EQ-0027,Gearbox,Warehouse C,2022-02-18,"Seal face wear visible during inspection, scoring on stationary ring",seal_leak,7,Cluster 7,Medium,,13.9,5.3,Mechanical seal kit,0.844,0.92,0.95,0.87,0.56
WO-00541,EQ-0047,Air Compressor,Utilities Block,2023-06-26,"O-ring compression set failure, intermittent leak under high pressure. Additionally, bearing temperature elevated to 109°c during operation, vibration increasing",seal_leak,7,Cluster 7,Medium,27.0,5.3,6.2,Impeller,0.855,0.91,0.89,0.65,0.99
WO-00542,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-01-24,Grease discolouration and hardening noted around bearing cap,bearing_wear,2,Mechanical Seal Leak,Medium,,7.8,3.6,Oil filter + 5L oil,0.841,0.66,0.98,0.77,0.95
WO-00543,EQ-0002,Heat Exchanger,Utilities Block,2022-10-24,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,10,Cluster 10,Low,,1.4,1.8,Contactor 3RT2,0.736,0.94,0.53,0.88,0.61
WO-00544,EQ-0034,Air Compressor,Plant B - Line 1,2022-07-23,"Dynamic seal failure suspected, pressure drop of 10% noted in system",seal_leak,7,Cluster 7,Medium,24.0,10.3,3.1,O-ring set,0.66,0.58,0.59,0.61,0.93
WO-00545,EQ-0003,Cooling Tower,Plant A - Line 1,2023-12-21,"Insulation resistance measured at 33 MΩ, below 100 MΩ minimum. Additionally, oil level low in gearbox sight glass, top-up of 2.6l required",electrical_fault,2,Mechanical Seal Leak,High,73.0,13.3,11.9,Bearing 6205-2RS,0.802,0.92,0.81,0.7,0.77
WO-00546,EQ-0023,Cooling Tower,Warehouse C,2023-02-22,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,5,Electrical Fault,Medium,41.0,15.1,13.7,O-ring set,0.586,0.35,0.67,0.67,0.65
WO-00547,EQ-0006,Gearbox,Warehouse C,2023-03-15,"Mechanical seal leaking at shaft interface, fluid loss approx 138 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,12.0,8.5,1.2,None - monitoring,0.57,0.85,0.41,0.52,0.52
WO-00548,EQ-0004,Electric Motor,Warehouse C,2022-09-18,"Unbalance detected on rotating assembly, vibration 16.2 mm/s 1X component",vibration,3,Overheating,Medium,,6.0,7.4,Capacitor 40µF,0.696,0.43,0.74,0.74,0.91
WO-00549,EQ-0028,Air Compressor,Utilities Block,2023-11-15,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,10,Cluster 10,Low,,11.9,9.4,Bearing 6205-2RS,0.646,0.45,0.79,0.81,0.47
WO-00550,EQ-0007,Heat Exchanger,Utilities Block,2023-04-09,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,11,Cluster 11,High,,9.5,2.4,None - monitoring,0.779,0.84,0.74,0.69,0.87
WO-00551,EQ-0019,Centrifugal Pump,Plant B - Line 1,2022-04-16,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,10,Cluster 10,Low,129.0,14.3,12.2,O-ring set,0.777,0.92,0.47,0.92,0.88
WO-00552,EQ-0015,Conveyor Belt,Plant B - Line 1,2022-02-01,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,9,Cluster 9,Medium,,3.2,1.0,Contactor 3RT2,0.686,0.66,0.53,0.84,0.76
WO-00553,EQ-0024,Heat Exchanger,Warehouse C,2023-07-17,"VFD fault code F19 logged, overcurrent on deceleration",electrical_fault,7,Cluster 7,High,,12.7,7.7,Capacitor 40µF,0.722,0.77,0.66,0.63,0.87
WO-00554,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-12-11,"Misalignment between motor and gearbox shaft, 16.8 mm/s 2X vibration",vibration,2,Mechanical Seal Leak,Medium,,12.1,4.6,Oil filter + 5L oil,0.662,0.58,0.49,0.79,0.86
WO-00555,EQ-0033,Centrifugal Pump,Warehouse C,2022-10-28,"Mechanical seal leaking at shaft interface, fluid loss approx 197 ml/hr. Additionally, automatic lubrication system failed, manual greasing required",seal_leak,1,Vibration & Imbalance,Medium,,1.6,1.8,Impeller,0.607,0.59,0.51,0.81,0.52
WO-00556,EQ-0038,Cooling Tower,Plant A - Line 2,2023-04-05,"Oil viscosity out of specification, degraded due to thermal cycling",lubrication,9,Cluster 9,Low,,11.8,13.5,O-ring set,0.65,0.72,0.61,0.78,0.46
WO-00557,EQ-0032,Electric Motor,Plant A - Line 2,2022-07-29,"Capacitor bank showing reduced capacitance, power factor 0.73 below target. Additionally, unbalance detected on rotating assembly, vibration 17.3 mm/s 1x component",electrical_fault,3,Overheating,High,,14.4,3.5,Mechanical seal kit,0.61,0.72,0.4,0.56,0.85
WO-00558,EQ-0016,Air Compressor,Warehouse C,2022-06-22,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,10,Cluster 10,Low,,5.5,1.2,Oil filter + 5L oil,0.71,0.66,0.98,0.55,0.57
WO-00559,EQ-0004,Electric Motor,Warehouse C,2023-10-17,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,9,Cluster 9,Medium,126.0,14.4,12.7,Mechanical seal kit,0.725,0.74,0.56,0.97,0.65
WO-00560,EQ-0037,Gearbox,Warehouse C,2023-02-23,Belt tension incorrect causing vibration and premature wear,vibration,0,Bearing Wear & Noise,Medium,59.0,9.4,6.3,Impeller,0.784,0.85,0.75,0.86,0.66
WO-00561,EQ-0044,Electric Motor,Plant B - Line 1,2023-04-04,"Oil level low in gearbox sight glass, top-up of 2.2L required. Additionally, coating failure on tank exterior, rust streaks visible below insulation",lubrication,7,Cluster 7,Low,,11.1,6.7,Mechanical seal kit,0.771,0.67,0.86,0.59,0.99
WO-00562,EQ-0009,Cooling Tower,Plant A - Line 1,2022-05-10,"Seal face wear visible during inspection, scoring on stationary ring",seal_leak,7,Cluster 7,Medium,,1.1,0.5,Contactor 3RT2,0.809,0.76,0.73,0.99,0.76
WO-00563,EQ-0045,Heat Exchanger,Utilities Block,2022-02-06,"Dynamic seal failure suspected, pressure drop of 37% noted in system",seal_leak,7,Cluster 7,Medium,,7.3,3.9,Contactor 3RT2,0.703,0.93,0.64,0.7,0.52
WO-00564,EQ-0050,Electric Motor,Plant A - Line 2,2023-05-25,"Lubricant contamination detected, water content 9% above limit",lubrication,6,Corrosion & Erosion,Low,,2.9,3.6,Capacitor 40µF,0.777,0.7,0.7,0.87,0.87
WO-00565,EQ-0035,Electric Motor,Warehouse C,2023-12-04,"Lip seal deteriorated, grease escaping from gearbox output shaft",seal_leak,2,Mechanical Seal Leak,Medium,10.0,1.0,0.2,Capacitor 40µF,0.704,0.42,0.85,0.93,0.56
WO-00566,EQ-0012,Conveyor Belt,Warehouse C,2022-08-16,"Grease nipple blocked, bearing running dry for estimated 25 days",lubrication,2,Mechanical Seal Leak,Low,,3.5,5.0,Mechanical seal kit,0.582,0.54,0.5,0.54,0.81
WO-00567,EQ-0021,Gearbox,Plant B - Line 3,2023-12-04,Grease discolouration and hardening noted around bearing cap,bearing_wear,2,Mechanical Seal Leak,Medium,58.0,13.8,19.4,Capacitor 40µF,0.672,0.8,0.62,0.51,0.79
WO-00568,EQ-0034,Air Compressor,Plant B - Line 1,2023-08-14,"Seal face wear visible during inspection, scoring on stationary ring",seal_leak,7,Cluster 7,Medium,29.0,14.7,13.2,Bearing 6205-2RS,0.656,0.44,0.9,0.67,0.54
WO-00569,EQ-0003,Cooling Tower,Plant A - Line 1,2023-05-03,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,12,Cluster 12,Medium,,15.2,2.2,Impeller,0.711,0.9,0.43,0.98,0.56
WO-00570,EQ-0010,Hydraulic Press,Plant A - Line 1,2023-09-12,"Earth leakage current 33.7mA detected, isolation check required",electrical_fault,5,Electrical Fault,High,,2.5,1.8,Coupling insert,0.742,0.39,0.91,0.76,0.91
WO-00571,EQ-0023,Cooling Tower,Warehouse C,2022-06-21,"Cooling fan obstructed by debris, motor surface temperature 86°C",overheating,2,Mechanical Seal Leak,High,87.0,8.4,12.4,Capacitor 40µF,0.738,0.74,0.84,0.71,0.62
WO-00572,EQ-0021,Gearbox,Plant B - Line 3,2023-01-17,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,7,Cluster 7,Low,,9.6,12.6,Contactor 3RT2,0.792,0.39,0.93,0.94,0.9
WO-00573,EQ-0021,Gearbox,Plant B - Line 3,2023-01-28,"Oil level low in gearbox sight glass, top-up of 4.3L required",lubrication,2,Mechanical Seal Leak,Low,159.0,15.9,11.7,Contactor 3RT2,0.82,0.6,0.94,0.89,0.83
WO-00574,EQ-0019,Centrifugal Pump,Plant B - Line 1,2022-04-19,"Unbalance detected on rotating assembly, vibration 7.9 mm/s 1X component",vibration,3,Overheating,Medium,,3.5,0.3,O-ring set,0.824,0.92,0.79,0.81,0.77
WO-00575,EQ-0004,Electric Motor,Warehouse C,2022-11-30,"Motor winding temperature reached 70°C, thermal protection triggered. Additionally, unbalance detected on rotating assembly, vibration 7.6 mm/s 1x component",overheating,3,Overheating,High,24.0,8.4,9.8,None - monitoring,0.794,0.93,0.73,0.86,0.64
WO-00576,EQ-0036,Gearbox,Plant A - Line 1,2022-11-07,"Oil viscosity out of specification, degraded due to thermal cycling. Additionally, oil level low in gearbox sight glass, top-up of 0.8l required",lubrication,2,Mechanical Seal Leak,Low,141.0,2.7,3.6,Coupling insert,0.748,0.79,0.55,0.79,0.94
WO-00577,EQ-0014,Cooling Tower,Plant B - Line 1,2023-05-26,"Dynamic seal failure suspected, pressure drop of 36% noted in system",seal_leak,7,Cluster 7,Medium,,11.7,3.2,Impeller,0.577,0.3,0.74,0.72,0.5
WO-00578,EQ-0022,Heat Exchanger,Plant A - Line 2,2022-04-11,"Lip seal deteriorated, grease escaping from gearbox output shaft",seal_leak,2,Mechanical Seal Leak,Medium,94.0,6.7,7.9,Capacitor 40µF,0.536,0.43,0.42,0.52,0.86
WO-00579,EQ-0032,Electric Motor,Plant A - Line 2,2023-07-02,Belt tension incorrect causing vibration and premature wear,vibration,0,Bearing Wear & Noise,Medium,16.0,12.9,17.9,Contactor 3RT2,0.656,0.31,0.99,0.62,0.63
WO-00580,EQ-0006,Gearbox,Warehouse C,2023-08-14,"Coating failure on tank exterior, rust streaks visible below insulation. Additionally, chemical attack on pump impeller, material loss estimated 35%",corrosion,7,Cluster 7,Low,121.0,1.8,1.9,Mechanical seal kit,0.655,0.73,0.47,0.7,0.78
WO-00581,EQ-0047,Air Compressor,Utilities Block,2022-05-13,"Bearing temperature elevated to 75°C during operation, vibration increasing",bearing_wear,2,Mechanical Seal Leak,Medium,,1.1,1.0,Impeller,0.645,0.4,0.61,0.87,0.72
WO-00582,EQ-0029,Conveyor Belt,Plant A - Line 1,2022-11-05,"Lubricant contamination detected, water content 17% above limit",lubrication,6,Corrosion & Erosion,Low,,2.1,2.4,O-ring set,0.648,0.37,0.57,0.89,0.81
WO-00583,EQ-0041,Conveyor Belt,Plant A - Line 1,2023-01-25,"Misalignment between motor and gearbox shaft, 12.6 mm/s 2X vibration",vibration,2,Mechanical Seal Leak,Medium,,1.5,1.7,Contactor 3RT2,0.764,0.8,0.74,0.67,0.87
WO-00584,EQ-0038,Cooling Tower,Plant A - Line 2,2022-08-06,"Excessive vibration on pump casing, amplitude 17.5 mm/s at 1000 RPM",vibration,9,Cluster 9,Medium,,4.5,0.5,Bearing 6205-2RS,0.534,0.4,0.69,0.53,0.47
WO-00585,EQ-0040,Gearbox,Plant A - Line 1,2022-03-02,"Bearing temperature elevated to 100°C during operation, vibration increasing. Additionally, oil analysis shows high iron content 196 ppm, internal wear indicated",bearing_wear,11,Cluster 11,Medium,158.0,6.1,8.3,Impeller,0.672,0.56,0.94,0.65,0.44
WO-00586,EQ-0029,Conveyor Belt,Plant A - Line 1,2022-05-02,"Impeller damage suspected, broadband vibration increase 8.8 mm/s",vibration,3,Overheating,Medium,,8.5,0.5,None - monitoring,0.658,0.69,0.46,0.7,0.86
WO-00587,EQ-0006,Gearbox,Warehouse C,2022-07-20,"Structural resonance observed at 1500 RPM, bolts found loose on baseplate",vibration,2,Mechanical Seal Leak,Medium,105.0,7.5,2.8,Contactor 3RT2,0.768,0.53,0.98,0.91,0.57
WO-00588,EQ-0034,Air Compressor,Plant B - Line 1,2023-03-16,"Grease nipple blocked, bearing running dry for estimated 10 days",lubrication,2,Mechanical Seal Leak,Low,128.0,1.0,0.2,Coupling insert,0.689,0.44,0.8,0.94,0.52
WO-00589,EQ-0026,Cooling Tower,Warehouse C,2022-02-08,"Grease discolouration and hardening noted around bearing cap. Additionally, overheating on drive-end bearing, infrared scan shows hot spot at 91°c",bearing_wear,11,Cluster 11,Medium,168.0,4.6,1.6,Mechanical seal kit,0.816,0.87,0.74,0.85,0.82
WO-00590,EQ-0045,Heat Exchanger,Utilities Block,2023-02-09,"Mechanical seal leaking at shaft interface, fluid loss approx 86 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,,8.7,6.4,Mechanical seal kit,0.723,0.44,0.75,0.84,0.89
WO-00591,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-09-28,"Belt tension incorrect causing vibration and premature wear. Additionally, overheating on drive-end bearing, infrared scan shows hot spot at 76°c",vibration,0,Bearing Wear & Noise,Medium,111.0,13.6,19.5,Bearing 6205-2RS,0.612,0.45,0.43,0.73,0.94
WO-00592,EQ-0011,Cooling Tower,Plant A - Line 1,2023-06-10,"Bearing play exceeding tolerance, axial movement of 2.12mm observed",bearing_wear,11,Cluster 11,Medium,150.0,7.5,1.6,Mechanical seal kit,0.9,0.98,0.98,0.87,0.72
WO-00593,EQ-0041,Conveyor Belt,Plant A - Line 1,2022-08-27,"Misalignment between motor and gearbox shaft, 15.0 mm/s 2X vibration",vibration,2,Mechanical Seal Leak,Medium,113.0,15.6,8.7,Capacitor 40µF,0.615,0.42,0.89,0.63,0.43
WO-00594,EQ-0031,Heat Exchanger,Warehouse C,2023-08-28,"Hydraulic fluid leak at cylinder rod seal, 102 ml/hr estimated loss",seal_leak,8,Cluster 8,Medium,43.0,9.8,6.2,O-ring set,0.808,0.62,0.85,0.79,1.0
